Category,University,Faculty,Program,2022,2023,2024
آداب,جامعة القيروان,المعهد العالي للفنون والحرف بالقيروان,الإجازة في تصميم الفضاء,111.0874,106.86,109.18
آداب,جامعة القيروان,المعهد العالي للفنون والحرف بالقيروان,الاجازة في تصميم المنتوج,95.4368,101.6145,103.655
آداب,جامعة القيروان,المعهد العالي للفنون والحرف بالقيروان,الاجازة في تصميم الصورة,102.515,100.2948,101.4556
آداب,جامعة القيروان,المعهد العالي للدراسات القانونية والسياسية بالقيروان,الإجازة في القانون,100.2305,99.3175,99.742
آداب,جامعة القيروان,المعهد العالي للفنون و الحرف بالقصرين,الإجازة في الفنون التشكيلية,83.5049,86.208,77.7001
آداب,جامعة القيروان,المعهد العالي للفنون و الحرف بالقصرين,الإجازة في تصميم الفضاء,129.1169,102.9967,102.7932
آداب,جامعة القيروان,المعهد العالي للفنون و الحرف بالقصرين,الاجازة في تصميم المنتوج,91.0716,100.7922,90.8998
آداب,جامعة القيروان,المعهد العالي للدراسات التطبيقية في الانسانيات بسبيطلة,الإجازة في الإنقليزية,74.1383,89.7735,80.3233
آداب,جامعة القيروان,المعهد العالي للدراسات التطبيقية في الانسانيات بسبيطلة,الإجازة في التنشيط السياحي,100.3617,98.0727,97.7017
آداب,جامعة القيروان,المعهد العالي للدراسات التطبيقية في الانسانيات بسبيطلة,الإجازة في التربية والتعليم,117.21,101.5767,114.785
آداب,جامعة القيروان,المعهد العالي للفنون والحرف بسيدي بوزيد,الإجازة في الفنون التشكيلية,73.2567,80.1449,79.3666
آداب,جامعة القيروان,المعهد العالي للفنون والحرف بسيدي بوزيد,الإجازة في تصميم الفضاء,101.955,102.7539,
آداب,جامعة القيروان,المعهد العالي للفنون والحرف بسيدي بوزيد,الاجازة في تصميم المنتوج,83.3451,100.2418,86.2598
آداب,جامعة القيروان,المعهد العالي للفنون والحرف بسيدي بوزيد,الاجازة في تصميم الصورة,83.0086,97.375,84.7518
آداب,جامعة القيروان,كلية العلوم و التقنيات بسيدي بوزيد,الإجازة في التكنولوجيات الغذائية والمحيط,85.185,88.675,88.445
آداب,جامعة قفصة,المعهد العالي للدراسات التطبيقية في الانسانيات بقفصة,الإجازة في العربية,89.1117,87.4888,87.1234
آداب,جامعة قفصة,المعهد العالي للدراسات التطبيقية في الانسانيات بقفصة,الإجازة في الإنقليزية,76.6386,73.4884,69.8837
آداب,جامعة قفصة,المعهد العالي للدراسات التطبيقية في الانسانيات بقفصة,الإجازة في الفرنسية,69.9468,73.5515,72.795
آداب,جامعة قفصة,المعهد العالي للدراسات التطبيقية في الانسانيات بقفصة,الإجازة في علم الاجتماع,100.3446,101.0669,104.2949
آداب,جامعة قفصة,المعهد العالي للفنون و الحرف بقفصة,الإجازة في الموسيقى و العلوم الموسيقية,84.6014,88.0326,94.7609
آداب,جامعة قفصة,المعهد العالي للفنون و الحرف بقفصة,الإجازة في تصميم الفضاء,112.59,104.225,104.7851
آداب,جامعة قفصة,المعهد العالي للفنون و الحرف بقفصة,الاجازة في تصميم المنتوج,97.2852,96.9454,99.535
آداب,جامعة قفصة,المعهد العالي للفنون و الحرف بقفصة,الاجازة في تصميم الصورة,104.5087,97.02,92.76
آداب,جامعة قفصة,المعهد العالي للدراسات التطبيقية في الإنسانيات بتوزر,الإجازة في الفرنسية,84.3766,78.0918,76.9832
آداب,جامعة قفصة,المعهد العالي للدراسات التطبيقية في الإنسانيات بتوزر,الإجازة في التربية والتعليم,114.5,99.8884,114.74
آداب,جامعة قفصة,المعهد العالي للعلوم الاجتماعية والتربية بقفصة,الإجازة في التربية والتعليم,116.21,102.765,114.115
آداب,جامعة قفصة,المعهد العالي للرياضة و التربية البدنية بقفصة,الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,144.2628,135.4085,130.0799
آداب,جامعة قفصة,المدرسة العليا لعلوم و تقنيات الصحة بقفصة,الإجازة في الرعاية الصحية الإستعجالية والانعاش,130.005,,
رياضيات,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في العربية,115.3728,,
رياضيات,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في الإنقليزية,110.4043,155.2196,152.6195
رياضيات,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في الفرنسية,156.6159,121.2218,
رياضيات,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في علم الاجتماع,121.3701,128.3947,121.2845
رياضيات,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في علم النفس,152.645,150.845,160.52
رياضيات,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في الفلسفة,134.18,,
رياضيات,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الاجازة في الجيوماتيك والتهيئة,104.1999,81.1899,89.0651
رياضيات,جامعة تونس,المعهد العالي للتنشيط الشبابي والثقافي ببئر الباي,الإجازة في الوساطة والتنشيط,101.875,,
رياضيات,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,الإجازة في الفنون التشكيلية,109.1318,96.57,102.6008
رياضيات,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,الإجازة في تصميم الفضاء,145.3595,141.7536,136.2699
رياضيات,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,الاجازة في تصميم المنتوج,118.7433,120.5088,122.7451
رياضيات,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,الاجازة في تصميم الصورة,122.7932,113.6926,117.9388
رياضيات,جامعة تونس,المعهد العالي للموسيقى بتونس,الإجازة في الموسيقى و العلوم الموسيقية,125.98,107.0962,
رياضيات,جامعة تونس,المعهدالعالي للفن المسرحي بتونس,الإجازة في المسرح و فنون العرض,107.065,109.565,103.3384
رياضيات,جامعة تونس,المعهد التحضيري للدراسات الهندسية بتونس,مرحلة تحضيرية علمية,159.065,160.47,156.61
رياضيات,جامعة تونس,المعهد العالي للتصرف بتونس,الإجازة في إعلامية التصرف,173.3721,169.11,182.4243
رياضيات,جامعة تونس,المعهد العالي للتصرف بتونس,الاجازة في العلوم الاقتصادية,147.8312,138.87,177.3311
رياضيات,جامعة تونس,المعهد العالي للتصرف بتونس,الإجازة في علوم التصرف,157.4024,143.01,175.4319
رياضيات,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,الإجازة في إعلامية التصرف,156.006,144.022,172.1577
رياضيات,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,الاجازة في العلوم الاقتصادية,128.43,113.4896,154.3689
رياضيات,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,الإجازة في علوم التصرف,134.804,94.0958,161.57
